config,solved_rate,solved_seeds,clean_solve_rate,clean_solve_seeds,n_seeds,sim_len,radius,batch_size,gamma,epsilon_start,buffer,warmup,update_ticks,learn_every,mean_comfort_mean,mean_comfort_median,mean_comfort_std,mean_comfort_min,mean_comfort_max,eval_deaths_mean,eval_deaths_median,eval_deaths_min,eval_deaths_max,zero_death_seeds,water_visit_pct_median,food_visit_pct_median,water_food_visit_ratio_median,water_camp_score_median,dominant_cell_pct_median,eat_rate_at_food_median,full_eat_rate_at_food_median,water_to_food_success_rate_median,water_to_food_success_count_median,water_to_food_path_efficiency_median,water_to_food_perfectish_trip_rate_median,food_to_water_success_rate_median,food_to_water_success_count_median,food_to_water_path_efficiency_median,total_successful_resource_trips_median,two_way_route_success_min_median,non_neighbor_jumps_max,run_time_seconds_mean,run_time_seconds_median,zero_death_rate,solved_ci_low,solved_ci_high
noisy__terminals_per_map_1,0.0,0,0.0,0,8,1000000,20,512,0.99,0.3,50000,500,500,20,0.5468674310060841,0.5472035015911418,0.07051957901083136,0.44105964614418425,0.6552727944779997,144.375,153.0,92,174,0,0.4325,0.31499999999999995,0.708,-0.0925,3.55,0.0,0.0,0.020242172211350294,1.0,0.5637254901960784,0.0,0.002457002457002457,0.5,0.514045785194694,2.5,0.002457002457002457,4,619.5301545250002,618.8942784500002,0.0,0.0,0.3244156195108769
noisy_drqn__terminals_per_map_1,0.0,0,0.0,0,4,1000000,20,512,0.99,0.3,50000,500,500,20,0.4356434298248244,0.4324543381364597,0.0224832808990714,0.4122868212495335,0.46537822177684485,201.5,201.5,160,243,0,0.77,0.405,1.2905741410488245,0.024999999999999967,4.7225,0.0,0.0,0.17777777777777776,2.0,0.7142857142857143,0.0,0.018980848153214776,1.0,0.8531746031746033,3.0,0.018980848153214776,2,6801.434650125,6793.1057456,0.0,0.0,0.48990002040399916
