config,n_seeds,sim_len,radius,batch_size,gamma,epsilon,buffer,warmup,update_ticks,learn_every,mean_comfort_mean,mean_comfort_median,mean_comfort_std,mean_comfort_min,mean_comfort_max,eval_deaths_mean,eval_deaths_median,zero_death_seeds,water_visit_pct_median,food_visit_pct_median,eat_rate_at_food_median,full_eat_rate_at_food_median,path_efficiency_median,perfectish_trip_rate_median,trip_success_rate_median,non_neighbor_jumps_max,run_time_seconds_mean,run_time_seconds_median,solved_rate,zero_death_rate
random_start_targeted,10,500000,5,512,0.99,,5000,500,500,20,0.7596836128413063,0.8175576100452506,0.16731367839809091,0.46073677546999553,0.9308968918711816,44.6,17.5,2,50.55,2.77,0.6442130694891854,0.5553861788617886,0.8333333333333334,0.1963311996206733,0.08276959081434893,0,159.87442830999788,159.147769049996,0.2,0.2
random_start_uniform,10,500000,5,512,0.99,,5000,500,500,20,0.6230488878130331,0.659719809420664,0.21794358123220972,0.3124376841917404,0.8894476782350259,91.5,82.0,2,63.535,0.72,0.5535714285714286,0.3952755905511811,0.7738095238095238,0.29811715481171547,0.0,0,163.42743962999958,164.62503180000203,0.2,0.2
