config,seed,sim_len,eval_len,radius,batch_size,gamma,epsilon,buffer,warmup,update_ticks,learn_every,mean_comfort,mean_reward,eval_deaths,death_rate_eval,run_time_seconds,water_visit_pct,food_visit_pct,drink_rate_at_water,eat_rate_at_food,full_eat_rate_at_food,move_rate_eval,drink_rate_eval,eat_rate_eval,trip_count,trip_success_rate,median_success_trip_moves,shortest_dist,path_efficiency,perfectish_trip_rate,non_neighbor_jumps,total_ticks
sigma_0_0p5,0,500000,20000,5,512,0.99,,5000,500,500,20,0.7743145593540539,0.7743145593540539,0,0.0,189.45447369999602,72.15,5.545,0.944005544005544,0.5266005410279531,0.23534715960324618,0.27445,0.6811,0.0292,712,0.25702247191011235,10.0,10,1.0,0.9672131147540983,0,520000
sigma_0_0p5,1,500000,20000,5,512,0.99,,5000,500,500,20,0.9411788559390557,0.9261788559390558,6,0.0003,192.20809480000753,57.599999999999994,3.5000000000000004,0.47734375,0.74,0.6471428571428571,0.53635,0.27495,0.0259,2938,0.06126616746085772,10.0,10,1.0,0.9388888888888889,0,520000
sigma_0_0p5,2,500000,20000,5,512,0.99,,5000,500,500,20,0.8472256061660842,0.8447256061660843,1,5e-05,178.88048849999905,53.54,3.4250000000000003,0.7480388494583489,0.5678832116788322,0.5678832116788322,0.50825,0.4005,0.01945,1273,0.15003927729772193,16.0,10,0.625,0.3769633507853403,0,520000
sigma_0_0p5,3,500000,20000,5,512,0.99,,5000,500,500,20,0.7974397949136476,0.6749397949136478,49,0.00245,174.5137044999865,71.135,3.7350000000000003,0.7779574049342799,0.6813922356091031,0.6706827309236948,0.3359,0.55345,0.02545,1694,0.0690672963400236,13.0,10,0.7692307692307693,0.0,0,520000
sigma_0_0p5,4,500000,20000,5,512,0.99,,5000,500,500,20,0.9341459721636688,0.9041459721636688,12,0.0006,174.74398870000732,60.175,3.9,0.579725799750727,0.6615384615384615,0.44871794871794873,0.3888,0.34885,0.0258,984,0.14532520325203252,11.0,10,0.9090909090909091,0.5734265734265734,0,520000
sigma_0_0p5,5,500000,20000,5,512,0.99,,5000,500,500,20,0.44002334325083103,-0.024976656749168585,186,0.0093,175.45856389999972,64.71000000000001,0.5700000000000001,0.7752279400401793,0.7017543859649122,0.7017543859649122,0.4678,0.5017,0.004,2704,0.0,,10,,,0,520000
sigma_0_0p5,6,500000,20000,5,512,0.99,,5000,500,500,20,0.8847275616992473,0.8397275616992472,18,0.0009,187.6050222000049,56.48,7.739999999999999,0.6507613314447592,0.36757105943152457,0.29069767441860467,0.4997,0.3676,0.02845,3135,0.03094098883572568,10.0,10,1.0,0.8556701030927835,0,520000
sigma_0_0p5,7,500000,20000,5,512,0.99,,5000,500,500,20,0.7940215355815553,0.7940215355815553,0,0.0,194.75053670001216,51.33,11.790000000000001,0.5245470485096435,0.9351145038167938,0.0729431721798134,0.46015,0.26925,0.11025,1708,0.0895784543325527,13.0,10,0.7692307692307693,0.2222222222222222,0,520000
sigma_0_0p5,8,500000,20000,5,512,0.99,,5000,500,500,20,0.5619071073286231,-0.05059289267137633,245,0.01225,187.45017379999626,36.3,0.16999999999999998,0.5643250688705234,0.2647058823529412,0.0,0.74015,0.2049,0.0005,2774,0.0003604902667627974,44.0,10,0.22727272727272727,0.0,0,520000
sigma_0_0p5,9,500000,20000,5,512,0.99,,5000,500,500,20,0.8128407214567503,0.8028407214567503,4,0.0002,187.5626585999853,61.12,2.44,0.725130890052356,0.8176229508196722,0.8176229508196722,0.4932,0.4432,0.01995,2799,0.023937120400142908,15.0,10,0.6666666666666666,0.014925373134328358,0,520000
sigma_0_0p5,10,500000,20000,5,512,0.99,,5000,500,500,20,0.6557294618127868,0.525729461812787,52,0.0026,187.7113590000081,72.72,1.3,0.618949394939494,0.8038461538461539,0.4,0.179,0.4501,0.01045,274,0.13138686131386862,16.5,10,0.6060606060606061,0.027777777777777776,0,520000
sigma_0_0p5,11,500000,20000,5,512,0.99,,5000,500,500,20,0.9231270048807714,0.8956270048807713,11,0.00055,176.47644080000464,56.99999999999999,2.6,0.4814912280701754,0.6269230769230769,0.625,0.55785,0.27445,0.0163,2944,0.04755434782608696,10.0,10,1.0,0.9642857142857143,0,520000
sigma_0_0p5,12,500000,20000,5,512,0.99,,5000,500,500,20,0.92461606353084,0.92461606353084,0,0.0,176.5318629000103,50.015,3.145,0.5564330700789764,0.7233704292527822,0.7170111287758346,0.5846,0.2783,0.02275,2457,0.04721204721204721,10.0,10,1.0,0.9827586206896551,0,520000
sigma_0_0p5,13,500000,20000,5,512,0.99,,5000,500,500,20,0.6867624855848753,0.6867624855848753,0,0.0,176.4762553999899,66.805,3.1300000000000003,0.8394581243918868,0.8466453674121406,0.2523961661341853,0.41205,0.5608,0.0265,2144,0.04337686567164179,14.0,10,0.7142857142857143,0.010752688172043012,0,520000
sigma_0_0p5,14,500000,20000,5,512,0.99,,5000,500,500,20,0.789646062870099,0.6771460628700992,45,0.00225,176.4422712000087,54.269999999999996,5.029999999999999,0.6324857195503961,0.7872763419483101,0.4831013916500994,0.456,0.34325,0.0396,1142,0.1777583187390543,10.0,10,1.0,0.9802955665024631,0,520000
sigma_0_0p5,15,500000,20000,5,512,0.99,,5000,500,500,20,0.8392104868609688,0.8367104868609687,1,5e-05,176.65347319998546,49.03,3.1649999999999996,0.6184988782378136,0.6587677725118484,0.5924170616113744,0.6719,0.30325,0.02085,3741,0.03875968992248062,20.0,10,0.5,0.034482758620689655,0,520000
sigma_0_0p5,16,500000,20000,5,512,0.99,,5000,500,500,20,0.5356762960111264,0.27567629601112664,104,0.0052,175.7349304999807,56.215,0.0,0.7853775682646981,,,0.40705,0.4415,0.0,1732,0.0,,10,,,0,520000
sigma_0_0p5,17,500000,20000,5,512,0.99,,5000,500,500,20,0.3124285917801335,0.13992859178013367,69,0.00345,175.27182570000878,92.81,0.41000000000000003,0.9895485400280142,0.8414634146341463,0.6341463414634146,0.0774,0.9184,0.00355,141,0.0,,10,,,0,520000
sigma_0_0p5,18,500000,20000,5,512,0.99,,5000,500,500,20,0.8699128867939362,0.8199128867939361,20,0.001,174.3813613000093,50.32,7.285,0.7809022257551669,0.8043925875085792,0.28757721345229925,0.443,0.39295,0.0586,971,0.26364572605561276,10.0,10,1.0,0.97265625,0,520000
sigma_0_0p5,19,500000,20000,5,512,0.99,,5000,500,500,20,0.787832129455638,0.6878321294556379,40,0.002,175.50228700001026,45.17,3.0349999999999997,0.7554793004206332,0.5897858319604613,0.514003294892916,0.62955,0.34125,0.01795,2202,0.05858310626702997,10.0,10,1.0,0.9147286821705426,0,520000
sigma_0_0p5,20,500000,20000,5,512,0.99,,5000,500,500,20,0.9275531692176512,0.8875531692176512,16,0.0008,176.6840786000248,61.28,2.235,0.6466220626631853,0.70917225950783,0.6957494407158836,0.48235,0.39625,0.01585,2528,0.042325949367088604,11.0,10,0.9090909090909091,0.7289719626168224,0,520000
sigma_0_0p5,21,500000,20000,5,512,0.99,,5000,500,500,20,0.8460154036075109,0.833515403607511,5,0.00025,176.94340479999664,58.165,4.4350000000000005,0.8926330267342903,0.7181510710259301,0.7091319052987599,0.4346,0.5192,0.03185,1218,0.2044334975369458,10.0,10,1.0,1.0,0,520000
sigma_0_0p5,22,500000,20000,5,512,0.99,,5000,500,500,20,0.8466469706314128,0.8466469706314128,0,0.0,177.24751800001832,37.56,10.37,0.8696751863684771,0.27531340405014465,0.0,0.45845,0.32665,0.02855,578,0.4532871972318339,10.0,10,1.0,0.9923664122137404,0,520000
sigma_0_0p5,23,500000,20000,5,512,0.99,,5000,500,500,20,0.7006528311465241,0.4731528311465243,91,0.00455,176.63494060002267,60.075,0.35500000000000004,0.5833541406575115,0.5633802816901409,0.5492957746478874,0.5933,0.3505,0.00205,4365,0.002061855670103093,16.0,10,0.625,0.0,0,520000
sigma_0_0p5,24,500000,20000,5,512,0.99,,5000,500,500,20,0.8703568541795689,0.742856854179569,51,0.00255,177.20999819997814,48.935,4.625,0.5202820067436396,0.8616216216216216,0.32972972972972975,0.6773,0.25465,0.03985,4450,0.021573033707865168,10.0,10,1.0,0.9166666666666666,0,520000
sigma_0_0p5,25,500000,20000,5,512,0.99,,5000,500,500,20,0.8317922269965211,0.8317922269965211,0,0.0,176.62650260000373,46.555,3.58,0.7669423262807432,0.755586592178771,0.31843575418994413,0.5862,0.35705,0.02705,2032,0.05856299212598425,10.0,10,1.0,0.9411764705882353,0,520000
sigma_0_0p5,26,500000,20000,5,512,0.99,,5000,500,500,20,0.7526942936251076,0.7526942936251076,0,0.0,176.6118434999953,65.63,3.7800000000000002,0.9537559043120524,0.5277777777777778,0.44312169312169314,0.35195,0.62595,0.01995,599,0.28213689482470783,17.0,10,0.5882352941176471,0.047337278106508875,0,520000
sigma_0_0p5,27,500000,20000,5,512,0.99,,5000,500,500,20,0.8569880663705466,0.8519880663705466,2,0.0001,176.61302920000162,47.855,4.8500000000000005,0.9188172604743496,0.7824742268041237,0.5969072164948453,0.4697,0.4397,0.03795,272,0.6911764705882353,10.0,10,1.0,1.0,0,520000
sigma_0_0p5,28,500000,20000,5,512,0.99,,5000,500,500,20,0.841539271706501,0.781539271706501,24,0.0012,177.00814719998743,47.925000000000004,3.8449999999999998,0.7336463223787167,0.682704811443433,0.52925877763329,0.6109,0.3516,0.02625,2526,0.057007125890736345,15.0,10,0.6666666666666666,0.027777777777777776,0,520000
sigma_0_0p5,29,500000,20000,5,512,0.99,,5000,500,500,20,0.9207713727741702,0.9132713727741703,3,0.00015,177.00612649999675,70.645,3.975,0.9548446457640314,0.8465408805031447,0.14465408805031446,0.2701,0.67455,0.03365,504,0.23412698412698413,15.0,10,0.6666666666666666,0.0,0,520000
sigma_0_0p5,30,500000,20000,5,512,0.99,,5000,500,500,20,0.6156759785749328,0.3081759785749331,123,0.00615,176.62001860002056,77.91,0.97,0.7271210370940829,0.7731958762886598,0.4536082474226804,0.2346,0.5665,0.0075,1192,0.0,,10,,,0,520000
sigma_0_0p5,31,500000,20000,5,512,0.99,,5000,500,500,20,0.6585951769482057,0.4485951769482059,84,0.0042,175.3265591999807,92.60000000000001,0.01,0.8490820734341252,0.0,0.0,0.05885,0.78625,0.0,67,0.0,,10,,,0,520000
sigma_0_0p5,32,500000,20000,5,512,0.99,,5000,500,500,20,0.6371767416166678,0.6371767416166678,0,0.0,174.0306093999825,77.835,3.765,0.9795721719021006,0.751660026560425,0.0,0.1468,0.76245,0.0283,125,0.936,15.0,10,0.6666666666666666,0.2222222222222222,0,520000
sigma_0_0p5,33,500000,20000,5,512,0.99,,5000,500,500,20,0.6590395815791001,0.4290395815791004,92,0.0046,173.4565129999828,68.49,0.16999999999999998,0.7426631625054753,0.7941176470588235,0.0,0.2231,0.5087,0.0014,1011,0.0,,10,,,0,520000
sigma_0_0p5,34,500000,20000,5,512,0.99,,5000,500,500,20,0.9273477753996551,0.9173477753996551,4,0.0002,174.3532946999767,59.565,4.055000000000001,0.7225719801897087,0.6276202219482121,0.623921085080148,0.5322,0.4304,0.02545,3084,0.054798962386511024,10.0,10,1.0,0.9112426035502958,0,520000
sigma_0_0p5,35,500000,20000,5,512,0.99,,5000,500,500,20,0.5057132558767344,0.30071325587673464,82,0.0041,173.9659309000126,82.09,0.025,0.757522231696918,0.6,0.0,0.212,0.62185,0.00015,941,0.0,,10,,,0,520000
sigma_0_0p5,36,500000,20000,5,512,0.99,,5000,500,500,20,0.16055041235456563,-0.24694958764543404,163,0.00815,173.60479360001045,71.06,0.145,0.8697579510273009,0.8275862068965517,0.2413793103448276,0.34705,0.61805,0.00125,1605,0.0,,10,,,0,520000
sigma_0_0p5,37,500000,20000,5,512,0.99,,5000,500,500,20,0.739743378989861,0.4447433789898612,118,0.0059,173.91343260000576,43.11,8.505,0.6996056599396892,0.8606701940035273,0.3256907701352146,0.57015,0.3017,0.07325,2078,0.08229066410009625,11.0,10,0.9090909090909091,0.5964912280701754,0,520000
sigma_0_0p5,38,500000,20000,5,512,0.99,,5000,500,500,20,0.311720262942501,0.08172026294250122,92,0.0046,172.9934454000031,83.25,0.015,0.8658858858858859,0.6666666666666666,0.6666666666666666,0.2756,0.72085,0.0001,2167,0.0,,10,,,0,520000
sigma_0_0p5,39,500000,20000,5,512,0.99,,5000,500,500,20,0.9128347952609148,0.9128347952609148,0,0.0,193.44915099997888,52.790000000000006,3.965,0.755446107217276,0.7112232030264817,0.6860025220680959,0.54425,0.3988,0.0282,2007,0.11360239162929746,15.0,10,0.6666666666666666,0.03508771929824561,0,520000
sigma_0_0p5,40,500000,20000,5,512,0.99,,5000,500,500,20,0.6430585796939536,0.4030585796939538,96,0.0048,193.0070357999939,89.575,0.0,0.6072564889757187,,,0.10295,0.54395,0.0,338,0.0,,10,,,0,520000
sigma_0_0p5,41,500000,20000,5,512,0.99,,5000,500,500,20,0.4621478756981323,0.17964787569813262,113,0.00565,181.37426099998993,44.925,5.08,0.7155258764607679,0.5708661417322834,0.562992125984252,0.59695,0.3215,0.0291,2172,0.05755064456721915,10.0,10,1.0,0.904,0,520000
