config,n_seeds,sim_len,radius,batch_size,gamma,epsilon,buffer,warmup,update_ticks,learn_every,mean_comfort_mean,mean_comfort_median,mean_comfort_std,mean_comfort_min,mean_comfort_max,eval_deaths_mean,eval_deaths_median,zero_death_seeds,water_visit_pct_median,food_visit_pct_median,eat_rate_at_food_median,full_eat_rate_at_food_median,path_efficiency_median,perfectish_trip_rate_median,trip_success_rate_median,non_neighbor_jumps_max,run_time_seconds_mean,run_time_seconds_median,solved_rate,zero_death_rate
agent_model_typevanilla_DQN,5,500000,5,512,0.98,,5000,500,500,20,-0.08949159039589502,0.08370010519979201,0.2765643800579827,-0.46674092093775305,0.13798727960668697,251.8,261.0,0,62.255,15.715000000000002,0.8662394962273077,0.5579852384830963,1.0,0.8312218890554722,0.14420062695924765,0,145.99702943999964,146.20627089999925,0.0,0.0
agent_model_typedouble_DQN,5,500000,5,512,0.98,,5000,500,500,20,-0.034651762493873986,-0.025205750525008876,0.17942803475702437,-0.3300647465353547,0.12693762137764183,323.4,336.0,0,58.879999999999995,0.9950000000000001,0.6363636363636364,0.27638190954773867,0.7692307692307693,0.0,0.009057971014492754,0,145.29558319999995,144.1639014000002,0.0,0.0
